,id_colonia,colonia_hechos,safety_degree,ranking
190,501,EQUIPAMIENTO FABRICA FISISA I,97.11,191
191,550,FORTÍN DE CHIMALISTAC,97.11,192
192,45,ACUEDUCTO XOCHIMILCO,97.1,193
193,37,ABDIAS GARCIA SOTO,97.09,194
194,819,LOMAS DE LOS CEDROS,97.06,195
195,757,LA ROSITA,97.03,196
196,38,ABRAHAM M. GONZÁLEZ,97.0,197
197,1158,REFORMA EDUCATIVA,96.98,198
198,491,EL YAQUI,96.97,199
199,1461,TEPANTITLAMILCO,96.97,200
200,216,BARRIO SAN FRANCISCO,96.93,201
201,309,CENTRAL CAMIONERA PONIENTE,96.91,202
202,1583,VILLA OLÍMPICA,96.88,203
203,1389,SANTA MARIA DEL MONTE,96.86,204
204,1328,SAN NICOLÁS TOLENTINO,96.85,205
205,1014,PARQUE LAS AGUILAS,96.83,206
206,371,CUADRANTE DE SAN FRANCISCO,96.8,207
207,910,MIGUEL ALEMÁN,96.8,208
208,839,LOMAS DE VISTA HERMOSA,96.79,209
209,564,GALEANA,96.79,210
210,1133,PUERTA GRANDE,96.77,211
211,1453,TEMASTITITLA,96.77,212
212,1044,PEDREGAL DEL LAGO,96.77,213
213,1095,PRADO COAPA 1A SECCIÓN,96.76,214
214,1153,REAL DEL MONTE,96.72,215
215,1548,VALLE ESCONDIDO,96.71,216
216,203,BARRIO LA LONJA,96.7,217
217,1374,SANTA CRUZ DE LAS SALINAS,96.69,218
218,500,EQUIPAMIENTO FABRICA FISISA,96.66,219
219,1199,RINCÓN DEL PEDREGAL,96.66,220
220,785,LAS TINAJAS,96.63,221
221,64,ALAMEDA ORIENTE,96.62,222
222,1000,PALO ALTO,96.57,223
223,1448,TECOLALCO,96.56,224
224,752,LA PRESA SECCION HORNOS,96.55,225
225,937,MOLINO DEL REY,96.53,226
226,566,GAONA ARMENTA,96.53,227
227,1505,TORRES DEL MAUREL,96.52,228
228,1004,PANTEON SANTA FE,96.52,229
229,8,1ER REACOMODO CORPUS CHRISTI,96.52,230
230,1588,VILLA TLALPAN,96.5,231
231,401,DEL MAESTRO,96.49,232
232,295,CARLOS A. MADRAZO,96.48,233
233,59,AHUATENCO,96.47,234
234,1346,SAN SALVADOR CUAUHTENCO SECCION IV,96.45,235
235,1165,RESERVA ECOLOGICA TORRES DE POTRERO,96.45,236
236,504,ERMITA CHURUBUSCO,96.45,237
237,644,INSURGENTES SAN ANGEL,96.45,238
238,151,ARCOS CENTENARIO,96.42,239
239,1499,TOLTENCO,96.41,240
240,469,EL PARQUE DE COYOACÁN,96.4,241
241,313,CENTRO COMERCIAL PERISUR,96.39,242
242,987,OJITO DE AGUA,96.39,243
243,1021,PARRES EL GUARDA,96.37,244
244,728,LA LUZ (VILLA MILPA ALTA),96.36,245
245,887,MAGISTERIAL,96.36,246
246,1590,VILLA VERDÚN,96.36,247
247,35,A.M.S.A,96.33,248
248,91,AMPLIACION SIFON,96.32,249
249,637,INFONAVIT CAMINO SAN JUAN DE ARAGON,96.32,250
250,258,BOSQUES DE TARANGO,96.29,251
251,733,LA MARTINICA,96.28,252
252,1069,PLAN DE BARRANCAS,96.26,253
253,81,AMPLIACION 7 DE JULIO,96.25,254
254,1232,SAN BARTOLOMÉ XICOMULCO,96.24,255
255,86,AMPLIACION LOMAS DE SANTO DOMINGO,96.23,256
256,770,LAS AMÉRICAS,96.23,257
257,650,ISSFAM,96.23,258
258,182,AXOTLA,96.21,259
259,1127,PUEBLO NUEVO BAJO,96.17,260
260,778,LAS LAJAS,96.16,261
261,614,HUAYAMILPAS,96.15,262
262,776,LAS FLORES,96.14,263
263,809,LOMAS DE CHAMONTOYA,96.13,264
264,741,LA NORIA III,96.12,265
265,805,LOMAS AXOMIATLA,96.12,266
266,1236,SAN CLEMENTE NORTE,96.12,267
267,205,BARRIO LAS CRUCES,96.08,268
268,1527,UNIDAD MONSERRAT,96.08,269
269,674,JESÚS DEL MONTE,96.07,270
270,450,EL METRO - BARRIO,96.07,271
271,1208,RÓMULO SANCHEZ MIRELES,96.07,272
272,1142,QUETZALCOATL,96.07,273
273,633,INDUSTRIAL PUERTO AÉREO,96.07,274
274,65,ALAMEDA SUR,96.07,275
275,708,LA DRAGA,96.05,276
276,811,LOMAS DE CHAPULTEPEC IV SECCIÓN (LOMAS VIRREYES),96.05,277
277,1045,PEDREGAL DEL MAUREL,96.05,278
278,843,LOMAS DEL PEDREGAL,96.04,279
279,1598,VIVEROS DE COYOACÁN,96.04,280
280,873,LOS SAUCES,96.04,281
281,28,4 ÁRBOLES,96.03,282
282,712,LA ESMERALDA 1A SECCIÓN,96.01,283
283,626,IGNACIO ZARAGOZA,96.01,284
284,814,LOMAS DE GUADALUPE,96.0,285
285,639,INFONAVIT LORETO FABELA,95.97,286
286,1576,VILLA DEL PUENTE,95.97,287
287,395,DE SAN JUAN TLALPAN,95.95,288
288,194,BARRIO DE CARAMAGÜEY,95.95,289
289,146,ARAGÓN FOVISSSTE,95.95,290
290,361,COPILCO UNIVERSIDAD ISSSTE,95.94,291
291,1168,RESIDENCIAL ALDAMA,95.93,292
292,544,FIVIPOR,95.93,293
293,784,LAS SALINAS,95.92,294
294,997,PALMAS,95.92,295
295,188,BARRANCA SECA,95.91,296
296,1022,PASEO DE LAS LOMAS,95.9,297
297,1060,PEÑA POBRE,95.89,298
298,631,INDEPENDENCIA SAN RAMON,95.88,299
299,1,10 DE MAYO,95.88,300
300,664,JARDINES DEL AJUSCO,95.87,301
301,651,ISSSTE,95.86,302
302,174,ATENOR SALAS,95.86,303
303,42,ACTIPAN,95.85,304
304,1170,RESIDENCIAL HACIENDA COAPA,95.85,305
305,71,ALDAMA,95.85,306
306,669,JARDINES EN LA MONTAÑA,95.84,307
307,514,ESTADIO AZTECA,95.84,308
308,438,EL CHAMIZAL (LA MAGUEYERA EL RETIRO),95.84,309
309,859,LOS CIRUELOS,95.82,310
310,458,EL MIRADOR 3A SECCIÓN,95.82,311
311,79,AMADO NERVO,95.81,312
312,1449,TECORRAL,95.81,313
313,171,ARVIDE,95.8,314
314,27,3 FUENTES,95.8,315
315,1615,ZENTLAPATL,95.76,316
316,1189,RINCONADA DE LOS REYES,95.76,317
317,1291,SAN LORENZO ACOPILCO,95.76,318
318,898,MARIANO ESCOBEDO,95.74,319
319,744,LA PILA,95.74,320
320,1190,RINCONADA DE TARANGO,95.7,321
321,69,ALCANFORES,95.7,322
322,245,BENITO JUAREZ I,95.7,323
323,92,AMPLIACION TLACUITLAPA II,95.7,324
324,215,BARRIO SAN FERNANDO,95.67,325
325,253,BOSQUE DE CHAPULTEPEC III SECCIÓN,95.67,326
326,419,DR. IGNACIO CHÁVEZ INFONAVIT,95.65,327
327,219,BARRIO SAN JUAN MINAS,95.64,328
328,137,AMPLIACIÓN VERACRUZANA,95.63,329
329,80,AMANECER BELLAVISTA,95.63,330
330,1331,SAN PABLO CHIMALPA,95.59,331
331,1128,PUEBLO QUIETO,95.58,332
332,165,ARENAL PUERTO AÉREO,95.56,333
333,252,BOSQUE DE CHAPULTEPEC II SECCIÓN,95.56,334
334,61,AHUEHUETES ANAHUAC,95.56,335
335,1569,VILLA COYOACÁN,95.52,336
336,341,COLINAS DE TARANGO,95.51,337
337,1354,SANTA  CECILIA TEPETLAPA,95.51,338
338,603,HACIENDA SAN JUAN,95.51,339
339,927,MIRADOR II,95.49,340
340,676,JOSEFA ORTIZ DE DOMÍNGUEZ,95.46,341
341,393,DAMIÁN CARMONA,95.44,342
342,818,LOMAS DE LOS ANGELES DEL PUEBLO TETELPAN,95.43,343
343,382,CUCHILLA PANTITLAN,95.43,344
344,1536,VALENTIN GOMEZ FARIAS,95.42,345
345,162,ARENAL 2A SECCIÓN,95.41,346
346,908,MEXICALTZINGO,95.39,347
347,123,AMPLIACIÓN POPO,95.39,348
348,710,LA ESCALERA,95.38,349
349,1156,REDENCION,95.38,350
350,1177,RESIDENCIAL VILLA COAPA SUPER MANZANA 1,95.38,351
351,39,ACACIAS,95.37,352
352,807,LOMAS DE BEZARES,95.37,353
353,367,CRUZ BLANCA,95.36,354
354,77,ALTAVISTA,95.34,355
355,1404,SANTA TERESA,95.33,356
356,820,LOMAS DE MEMETLA,95.32,357
357,206,BARRIO LOS REYES,95.31,358
358,40,ACASULCO,95.31,359
359,1308,SAN MATEO (VILLA MILPA ALTA),95.31,360
360,489,EL TRIUNFO,95.3,361
361,1444,TAXQUEÑA,95.28,362
362,70,ALCANTARILLA,95.28,363
363,962,NOCHEBUENA,95.28,364
364,473,EL PRADO,95.27,365
365,378,CUCHILLA DE PADIERNA,95.26,366
366,243,BELÉM DE LAS FLORES,95.25,367
367,1126,PUEBLO NUEVO ALTO,95.24,368
368,1608,ZACATEPEC(SAN MATEO XALPA),95.24,369
369,198,BARRIO EL TRUENITO,95.22,370
370,1334,SAN PEDRO APÓSTOL,95.22,371
371,58,AGUILERA,95.22,372
372,104,AMPLIACIÓN EL SANTUARIO,95.21,373
373,271,CABEZA DE JUAREZ SECCION VI,95.2,374
374,1268,SAN JOSÉ TICOMÁN,95.2,375
375,1571,VILLA CUEMANCO INFONAVIT,95.2,376
376,428,EJIDO SAN MATEO,95.2,377
377,327,CHIMILLI,95.19,378
378,1539,VALLE DE LUCES 1A SECCION,95.18,379
379,1377,SANTA FE,95.17,380
380,257,BOSQUES DE LAS LOMAS,95.14,381
381,1610,ZAPATA,95.13,382
382,1464,TEPEXIMILPA SERVIMET,95.11,383
383,1423,SECTOR 17,95.1,384
384,1178,RESIDENCIAL VILLA COAPA SUPER MANZANA 4,95.1,385
385,461,EL MOLINITO,95.1,386
386,286,CAMPESTRE COYOACÁN,95.1,387
387,486,EL TEPETATAL,95.09,388
388,355,CONTADERO,95.08,389
389,462,EL MOLINO,95.08,390
390,701,LA CONCEPCIÓN,95.08,391
391,186,BALCONES DE CEHUAYO,95.06,392
392,85,AMPLIACION LA CANDELARIA,95.06,393
393,231,BARROS SIERRA,95.06,394
394,1134,PUERTA GRANDE REACOMODO,95.06,395
395,222,BARRIO SAN LUCAS,95.05,396
396,920,MILITAR SEDENA,95.05,397
397,1425,SECTOR NAVAL,95.04,398
398,251,BOSQUE DE CHAPULTEPEC I SECCIÓN,95.04,399
399,880,La Guadalupita,95.04,400
400,532,EX-EJIDO DE SANTA URSULA COAPA,95.03,401
401,1385,SANTA LUCÍA CHANTEPEC,95.02,402
402,418,DR. FRANCISCO CABRERA,95.01,403
403,97,AMPLIACIÓN AVIACIÓN CIVIL,95.01,404
404,240,BELISARIO DOMÍNGUEZ SECCIÓN XVI,95.0,405
405,1446,TECALCAPA DEL PUEBLO TETELPAN,95.0,406
406,977,NUEVA TENOCHTITLÁN,95.0,407
407,1068,PLAN DE AYALA,95.0,408
408,1003,PANTEON FRANCES,95.0,409
409,124,AMPLIACIÓN POTRERILLO,94.99,410
410,1470,TETLALPAN,94.98,411
411,1605,XOTEPINGO,94.97,412
412,736,LA MILAGROSA,94.97,413
413,1097,PRADO COAPA 3A SECCIÓN,94.96,414
414,1560,VERGEL DEL SUR,94.96,415
415,606,HERON PROAL,94.96,416
416,1515,TULA (SAN PEDRO ATOCPAN),94.95,417
417,255,BOSQUE RESIDENCIAL DEL SUR,94.93,418
418,1435,SINATEL,94.93,419
419,499,EMPLEADOS FEDERALES,94.92,420
420,178,ATLÁNTIDA,94.92,421
421,1313,SAN MIGUEL (SAN PABLO OZTOTEPEC),94.91,422
422,358,COPILCO EL ALTO,94.91,423
423,1606,ZACAHUITZCO,94.91,424
424,1211,SAN AGUSTIN,94.91,425
425,539,FELIPE PESCADOR,94.9,426
426,672,JARDÍN AZPEITIA,94.9,427
427,1475,TIERRA COLORADA,94.88,428
428,1361,SANTA APOLONIA,94.88,429
429,1616,ZENÓN DELGADO,94.86,430
430,161,ARENAL 1A SECCIÓN,94.86,431
431,400,DEL LAGO,94.86,432
432,4,16 DE SEPTIEMBRE,94.85,433
433,480,EL ROSEDAL,94.85,434
434,169,ARTES GRAFICAS,94.84,435
435,855,LOS ALPES,94.83,436
436,1072,PLAZA COAPA,94.83,437
437,288,CANTAROS,94.83,438
438,22,2DA AMPLIACION BARRIO SAN MIGUEL (SAN FELIPE TERRE,94.83,439
439,1121,PUEBLO DE SAN PABLO TEPETLAPA,94.83,440
440,834,LOMAS DE SOTELO,94.83,441
441,1058,PETROLERA TAXQUEÑA,94.82,442
442,1102,PRECONCRETO,94.81,443
443,892,MANUEL GUTIERREZ NAJERA,94.81,444
444,1597,VIVEROS COATECTLÁN,94.81,445
445,1485,TLACOYAQUE,94.78,446
446,803,LOMAS ALTAS,94.78,447
447,531,EX-EJIDO DE SAN PABLO TEPETLAPA,94.77,448
448,368,CRUZ DEL FAROL,94.76,449
449,476,EL RINCÓN,94.75,450
450,545,FLOR DE MARIA,94.74,451
451,610,HOGAR Y REDENCIÓN,94.74,452
452,1028,PAULINO NAVARRO,94.74,453
453,170,ARTURO MARTÍNEZ,94.73,454
454,1233,SAN BERNABÉ,94.73,455
455,1343,SAN SALVADOR CUAUHTENCO SECCION I,94.73,456
456,1056,PERIODISTA,94.73,457
457,1484,TLACOQUEMECATL,94.73,458
458,1163,REFORMA SOCIAL,94.72,459
459,1048,PENITENCIARIA,94.72,460
460,557,FUENTES BROTANTES,94.72,461
461,204,BARRIO LA SANTÍSIMA,94.71,462
462,768,LAS AGUILAS 3ER PARQUE,94.71,463
463,1229,SAN BARTOLO CAHUALTONGO,94.69,464
464,294,CARACOL,94.68,465
465,705,LA CONCHITA ZAPOTITLÁN,94.68,466
466,1463,TEPETONGO,94.68,467
467,1403,SANTA ROSA XOCHIAC,94.68,468
468,691,LA ANGOSTURA,94.68,469
469,359,COPILCO EL BAJO,94.68,470
470,847,LOMAS ESTRELLA 1A SECCION,94.67,471
471,51,AEROPUERTO INTERNACIONAL BENITO JUÁREZ,94.66,472
472,684,JUAN DE DIOS BÁTIZ,94.66,473
473,868,LOS PICOS VI-B,94.65,474
474,1624,ZONA URBANA EJIDAL SANTA MARIA TOMATLAN,94.63,475
475,902,MAZA,94.62,476
476,348,COMUNEROS DE SANTA ÚRSULA,94.61,477
477,63,AJUSCO MONTSERRAT,94.61,478
478,742,LA PALMITA,94.61,479
479,379,CUCHILLA DEL MORAL 1,94.61,480
480,370,CRÉDITO CONSTRUCTOR,94.58,481
481,1556,VENUSTIANO CARRANZA,94.57,482
482,774,LAS CAMPANAS,94.56,483
483,856,LOS ARCOS,94.55,484
484,1138,Pueblo San Antonio Tecomitl (LAS ARBOLEDAS),94.55,485
485,580,GRACIANO SÁNCHEZ,94.55,486
486,1323,SAN MIGUEL TOXIAC,94.55,487
487,242,BELVEDERE AJUSCO,94.53,488
488,535,EXTREMADURA INSURGENTES,94.53,489
489,34,8 DE AGOSTO,94.53,490
490,276,CAFETALES,94.51,491
491,630,INDEPENDENCIA BATAN SUR,94.51,492
492,1092,POTRERO DEL LLANO,94.51,493
493,1447,TECAXTITLA (SAN ANTONIO TECOMITL),94.51,494
494,1096,PRADO COAPA 2A SECCIÓN,94.5,495
495,1372,SANTA CRUZ AVIACIÓN,94.5,496
496,766,LAS AGUILAS 1A SECCIÓN,94.5,497
497,447,EL JAGÜEY,94.49,498
498,938,MONTE ALBAN,94.49,499
499,1378,SANTA FE IMSS,94.49,500
500,254,BOSQUE DE LAS LOMAS,94.49,501
501,794,LIBERACIÓN PROLETARIA,94.48,502
502,315,CENTRO URBANO BENITO JUÁREZ,94.48,503
503,1269,SAN JUAN,94.48,504
504,0,10 DE ABRIL,94.47,505
505,291,CANUTILLO,94.46,506
506,1455,TENANTITLA (SAN ANTONIO TECOMITL),94.46,507
507,554,FRANCISCO I MADERO,94.46,508
508,1261,SAN JOSÉ (SANTA ANA TLACOTENCO),94.46,509
509,139,AMÉRICAS UNIDAS,94.46,510
510,1524,UNIDAD HAB. U.S.O.V.I.,94.46,511
511,1284,SAN JUAN TEPEXIMILPA,94.45,512
512,68,ALBERT,94.44,513
513,530,EX-EJIDO DE LA MAGDALENA MIXIUHCA,94.44,514
514,302,CASTILLO CHICO,94.44,515
515,221,BARRIO SAN LORENZO,94.43,516
516,1585,VILLA PROGRESISTA,94.43,517
517,994,P.E.Z.,94.42,518
518,196,BARRIO EL CAPULÍN,94.42,519
519,1563,VERTIZ NARVARTE,94.42,520
520,388,CULHUACÁN CTM SECCIÓN VI,94.42,521
521,1309,SAN MATEO TLALTENANGO,94.41,522
522,52,AGRICOLA / EX-HACIENDA DE GUADALUPE CHIMALISTAC,94.41,523
523,688,JUSTO SIERRA,94.4,524
524,600,GUELATAO BENITO JUÁREZ,94.4,525
525,827,LOMAS DE SAN JUAN IXHUATEPEC 2A SECCIÓN,94.39,526
526,431,EL ARBOLILLO,94.39,527
527,972,NUEVA ORIENTAL COAPA,94.38,528
528,565,GAMITOS,94.38,529
529,883,MADERO,94.38,530
530,73,ALFALFAR,94.38,531
531,478,EL ROSAL,94.38,532
532,842,LOMAS DEL CHAMIZAL,94.37,533
533,696,LA CARBONERA,94.36,534
534,713,LA ESPERANZA,94.36,535
535,131,AMPLIACIÓN SIMÓN BOLÍVAR,94.34,536
536,1187,RINCONADA COAPA 2A SECCIÓN,94.33,537
537,727,LA LUPITA,94.33,538
538,413,DINAMITA,94.31,539
539,246,BENITO JUÁREZ,94.31,540
540,627,INDECO,94.3,541
541,110,AMPLIACIÓN GRANADA,94.29,542
542,1025,PASEOS DEL SUR,94.28,543
543,1562,VERONICA CASTRO,94.27,544
544,407,DEPORTIVA C.E.T. NO. 1,94.27,545
545,576,GLORIETA DE VAQUERITOS,94.27,546
546,625,IGNACIO MANUEL ALTAMIRANO,94.27,547
547,1249,SAN FRANCISCO XICALTONGO,94.25,548
548,1073,PLAZA ORIENTE,94.24,549
549,48,ADOLFO LÓPEZ MATEOS,94.24,550
550,968,NUEVA DIAZ ORDAZ,94.23,551
551,1538,VALLE DE LUCES,94.23,552
552,607,HIDALGO,94.23,553
553,985,OCOTITLA (SAN PEDRO ATOCPAN),94.23,554
554,1570,VILLA CUEMANCO,94.23,555
555,1149,REACOMODO BELEN DE LAS FLORES,94.22,556
556,830,LOMAS DE SAN ÁNGEL INN,94.2,557
557,629,INDEPENDENCIA BATAN NORTE,94.2,558
